adm4Pcode,adm4NameLa,adm3NameLa,adm2NameLa,adm1NameLa,Population,codeName_3,POINT_X,POINT_Y
UKR1424855100,Boikivske,Telmanivska,Boikivskyi,Donetska,4504,urban type village,38.01888346,47.40970343
UKR1420910400,Siversk,Siverska,Bakhmutskyi,Donetska,12145,city,38.09403655,48.8646053
UKR1414100000,Sloviansk,Slovianska,Slovianska,Donetska,117445,city,37.60269436,48.85551671
UKR1414700000,Chystiakove,Torezka,Torezka,Donetska,57998,city,38.6281828,48.03696747
UKR1422481001,Dovha Balka,Artemivska,Kostiantynivskyi,Donetska,944,village,37.607809,48.4831656
UKR1413870900,Ukrainsk,Ukrainska,Selydivska,Donetska,11994,city,37.3632145,48.09475968
UKR1415000000,Khartsyzk,Khartsyzka,Khartsyzka,Donetska,59315,city,38.14493836,48.04056305
UKR1424555100,Starobesheve,Starobeshivska,Starobeshivskyi,Donetska,6317,urban type village,38.02875414,47.75178416
UKR1421581301,Vilne,Vilnenska,Volnovaskyi,Donetska,1058,village,37.18425301,47.53026466
UKR1422756300,Udachne,Udachnenska,Pokrovskyi,Donetska,1719,urban type village,36.98947353,48.23940569
UKR1413846500,Tsukuryne,Tsukurynska,Selydivska,Donetska,1989,urban type village,37.30812291,48.08468697
UKR1422482001,Viroliubivka,Viroliubivska,Kostiantynivskyi,Donetska,585,village,37.72321405,48.60986172
UKR1411247200,Shcherbynivka,Shcherbynivska,Toretska,Donetska,3609,urban type village,37.79047246,48.39414748
UKR1415070800,Ilovaisk,Ilovaiska,Khartsyzka,Donetska,15949,city,38.18975189,47.92601187
UKR1420987501,Pokrovske,Pokrovska,Bakhmutskyi,Donetska,1333,village,38.13697301,48.62955077
UKR1421584701,Novooleksiivka,Novooleksiivska,Volnovaskyi,Donetska,575,village,37.58552638,47.38205434
UKR1422485501,Stara Mykolaivka,Pravdivska,Kostiantynivskyi,Donetska,496,village,37.68039474,48.32744536
UKR1422485701,Predtechyne,Predtechynska,Kostiantynivskyi,Donetska,377,village,37.81694879,48.52440908
UKR1412500000,Khrestivka,Kirovska,Kirovska,Donetska,28291,city,38.3601132,48.14648354
UKR1420980301,Bakhmutske,Bakhmutska,Bakhmutskyi,Donetska,784,village,38.09775394,48.6616014
UKR1420381001,Bezzabotivka,Bezzabotivska,Oleksandrivskyi,Donetska,212,village,37.02600525,48.68677429
UKR1423681101,Bezimenne,Bezimenska,Novoazovskyi,Donetska,2645,village,37.93900632,47.10603191
UKR1423981101,Berdianske,Berdianska,Manhushskyi,Donetska,684,village,37.44825064,47.10617722
UKR1424282401,Khrestyshche,Khrestyshchenska,Slovianskyi,Donetska,1102,village,37.49948067,48.92452496
UKR1423384501,Luhanske,Luhanska,Marinskyi,Donetska,1489,village,37.67955713,47.88802497
UKR1423055400,Drobysheve,Lymanska,Lymanskyi,Donetska,3002,urban type village,37.74225738,49.04363731
UKR1424284701,Myrne,Myrnenska,Slovianskyi,Donetska,1587,village,37.5386735,48.85719294
UKR1412300000,Mariupol,Mariupolska,Mariupolska,Donetska,464455,city,37.56143024,47.125928
UKR1411200000,Toretsk,Toretska,Toretska,Donetska,35296,city,37.84887547,48.39512254
UKR1423056400,Yampil,Lymanska,Lymanskyi,Donetska,2101,urban type village,37.9434565,48.93443912
UKR1423382001,Bohoiavlenka,Bohoiavlenska,Marinskyi,Donetska,1490,village,37.21507732,47.85621108
UKR1423387401,Stepne,Stepnenska,Marinskyi,Donetska,1305,village,37.54922578,47.79481191
UKR1421282401,Komar,Komarska,Velykonovosilkivskyi,Donetska,1705,village,36.75058056,47.97729599
UKR1423385201,Novomykhailivka,Novomykhailivska,Marinskyi,Donetska,1439,village,37.48354767,47.85470414
UKR1425555300,Zhelanne,Zhelannivska,Yasynuvatskyi,Donetska,1471,urban type village,37.43939603,48.20700272
UKR1414446200,Zalisne,Zalisnenska,Snizhnianska,Donetska,2417,urban type village,38.81094235,48.03223303
UKR1421255100,Velyka Novosilka,Velykonovosilkivska,Velykonovosilkivskyi,Donetska,6098,urban type village,36.84101118,47.84371356
UKR1423955500,Yalta,Yaltynska,Manhushskyi,Donetska,5278,urban type village,37.26563993,46.95841446
UKR1421280801,Bahatyr,Bahatyrska,Velykonovosilkivskyi,Donetska,1695,village,36.93725562,47.99379452
UKR1423055700,Zarichne,Lymanska,Lymanskyi,Donetska,2650,urban type village,37.92828752,49.02131672
UKR1420386801,Novooleksandrivka,Novooleksandrivska,Oleksandrivskyi,Donetska,413,village,36.8514945,48.76788167
UKR1420981501,Verkhnokamianske,Verkhnokamianska,Bakhmutskyi,Donetska,960,village,38.1943855,48.85753979
UKR1421281401,Zelene Pole,Zelenopilska,Velykonovosilkivskyi,Donetska,578,village,36.62233751,47.82716422
UKR1421582401,Zlatoustivka,Zlatoustivska,Volnovaskyi,Donetska,1869,village,37.32624277,47.48930315
UKR1422088801,Shylivka,Shylivska,Dobropilskyi,Donetska,242,village,36.94523011,48.37867801
UKR1424582401,Marianivka,Marianivska,Starobeshivskyi,Donetska,1735,village,37.85393028,47.88244992
UKR1424286801,Pryvillia,Cherkaska,Slovianskyi,Donetska,1457,village,37.26972825,48.86095901
UKR1420955400,Luhanske,Luhanska,Bakhmutskyi,Donetska,2323,urban type village,38.25022523,48.43402002
UKR1423955100,Manhush,Manhushska,Manhushskyi,Donetska,8319,urban type village,37.30976463,47.0575897
UKR1413300000,Lyman,Lymanska,Lymanska,Donetska,22509,city,37.80362043,48.98638512
UKR1425587301,Soloviove,Soloviovska,Yasynuvatskyi,Donetska,223,village,37.59948331,48.22423254
UKR1422085001,Nykanorivka,Shakhivska,Dobropilskyi,Donetska,469,village,37.26263297,48.42022939
UKR1422784701,Pershe Travnia,Pershotravneva,Pokrovskyi,Donetska,698,village,37.14039248,48.2585716
UKR1421283001,Krasna Poliana,Krasnopolianska,Velykonovosilkivskyi,Donetska,4606,village,37.0653725,47.56188784
UKR1420985501,Ivanivske,Ivanivska,Bakhmutskyi,Donetska,1732,village,37.9204015,48.57513602
UKR1423982201,Pokrovske,Pokrovska,Manhushskyi,Donetska,1382,village,37.47045175,47.04898945
UKR1413566500,Nyzhnia Krynka,Nyzhnokrynska,Makiivska,Donetska,13880,urban type village,38.16035181,48.10556202
UKR1421781101,Boiove,Boivska,Nikolskyi,Donetska,848,village,37.1742665,47.16404657
UKR1422786501,Sribne,Sribnenska,Pokrovskyi,Donetska,561,village,37.01680519,48.10578146
UKR1420388001,Starovarvarivka,Starovarvarivska,Oleksandrivskyi,Donetska,852,village,37.219051,48.67515087
UKR1421582801,Ivanivka,Ivanivska,Volnovaskyi,Donetska,1049,village,37.3186419,47.5774889
UKR1422782301,Sontsivka,Sontsivska,Pokrovskyi,Donetska,1732,village,37.188489,48.05200218
UKR1421784401,Maloianysol,Maloianysolska,Nikolskyi,Donetska,2355,village,37.33688257,47.37309306
UKR1425284701,Manuilivka,Manuilivska,Shakhtarskyi,Donetska,725,village,38.66494648,47.96369621
UKR1410691001,Ozerianivka,Ozerianivska,Horlivska,Donetska,1154,village,37.98551753,48.27460498
UKR1421281801,Iskra,Iskrivska,Velykonovosilkivskyi,Donetska,777,village,36.595115,48.04913488
UKR1411500000,Dobropillia,Dobropilska,Dobropilska,Donetska,31196,city,37.08535483,48.47050273
UKR1421580401,Anadol,Anadolska,Volnovaskyi,Donetska,666,village,37.57921639,47.45236523
UKR1421280201,Andriivka,Andriivska,Velykonovosilkivskyi,Donetska,1652,village,37.06339058,48.01964151
UKR1421583601,Buhas,Buhaska,Volnovaskyi,Donetska,1429,village,37.55997805,47.63723979
UKR1425555900,Ocheretyne,Ocheretynska,Yasynuvatskyi,Donetska,3686,urban type village,37.6120725,48.24485794
UKR1422781601,Ivanivka,Ivanivska,Pokrovskyi,Donetska,669,village,37.4439766,48.25907495
UKR1421284001,Kermenchyk,Kermenchytska,Velykonovosilkivskyi,Donetska,1111,village,36.9409035,47.70588393
UKR1420986501,Opytne,Opytnenska,Bakhmutskyi,Donetska,1983,village,38.0170721,48.55469218
UKR1420981001,Vasiukivka,Vasiukivska,Bakhmutskyi,Donetska,601,village,37.9818895,48.74158097
UKR1420983501,Zvanivka,Zvanivska,Bakhmutskyi,Donetska,1428,village,38.07581506,48.81554212
UKR1420385501,Mykhailivka,Mykhailivska,Oleksandrivskyi,Donetska,893,village,37.26787386,48.74191879
UKR1422783201,Mykhailivka,Mykhailivska,Pokrovskyi,Donetska,1269,village,37.34973075,48.14287765
UKR1410900000,Debaltseve,Debaltsivska,Debaltsevcka,Donetska,25774,city,38.40558569,48.33421692
UKR1410666700,Panteleimonivka,Panteleimonivska,Horlivska,Donetska,7878,urban type village,37.97573082,48.20110065
UKR1414447100,Pervomaiskyi,Pervomaiska,Snizhnianska,Donetska,2837,urban type village,38.78759536,47.97306586
UKR1423986601,Starodubivka,Starodubivska,Manhushskyi,Donetska,788,village,37.03888257,47.10392641
UKR1424555400,Novyi Svit,Novosvitska,Starobeshivskyi,Donetska,9225,urban type village,38.02186819,47.80603077
UKR1420655900,Novoamvrosiivske,Novoamvrosiivska,Amvrosiivskyi,Donetska,2212,urban type village,38.50222134,47.83483827
UKR1420682501,Vasylivka,Vasylivska,Amvrosiivskyi,Donetska,878,village,38.51385373,47.67179033
UKR1421585601,Stritenka,Oktiabrska,Volnovaskyi,Donetska,838,village,37.47675647,47.50921817
UKR1422087701,Shakhove,Shakhivska,Dobropilskyi,Donetska,899,village,37.35340825,48.45987569
UKR1424883201,Mykhailivka,Mykhailivska,Boikivskyi,Donetska,609,village,38.19432765,47.39239086
UKR1423983301,Komyshuvate,Komyshuvatska,Manhushskyi,Donetska,855,village,37.16880444,47.08615343
UKR1424581201,Sarabash,Komunarivska,Starobeshivskyi,Donetska,1008,village,37.79114829,47.76181489
UKR1424283501,Malynivka,Malynivska,Slovianskyi,Donetska,539,village,37.77447226,48.73724356
UKR1425284501,Maloorlivka,Maloorlivska,Shakhtarskyi,Donetska,1227,village,38.34438891,48.18728653
UKR1423385401,Novoselydivka,Novoselydivska,Marinskyi,Donetska,999,village,37.2916845,48.05630743
UKR1421584001,Mykolaivka,Mykolaivska,Volnovaskyi,Donetska,1515,village,37.67974336,47.65300027
UKR1413569800,Piatypillia,Proletarska,Makiivska,Donetska,3666,urban type village,38.10041602,48.01513597
UKR1420985901,Nykyforivka,Nykyforivska,Bakhmutskyi,Donetska,645,village,37.895134,48.7738529
UKR1415300000,Shakhtarsk,Shakhtarska,Shakhtarska,Donetska,51007,city,38.4164489,48.07499185
UKR1412070700,Bunhe,Yunokomunarivska,Yenakiivska,Donetska,14154,city,38.28326124,48.21949532
UKR1413870300,Hirnyk,Hirnytska,Selydivska,Donetska,11641,city,37.36956567,48.05298521
UKR1411700000,Druzhkivka,Druzhkivska,Druzhkivska,Donetska,59863,city,37.53000868,48.61843936
UKR1420985001,Kodema,Kodemska,Bakhmutskyi,Donetska,590,village,38.0872525,48.47392903
UKR1423682801,Kozatske,Kozatska,Novoazovskyi,Donetska,978,village,37.9757525,47.23170332
UKR1422483501,Kindrativka,Kindrativska,Kostiantynivskyi,Donetska,1086,village,37.575743,48.59063477
UKR1412100000,Zhdanivka,Zhdanivska,Zhdanivska,Donetska,12352,city,38.25636136,48.15484155
UKR1411746200,Raiske,Raiska,Druzhkivska,Donetska,912,urban type village,37.47215596,48.57665987
UKR1414745700,Rozsypne,Rozsypnenska,Torezka,Donetska,5079,urban type village,38.56601558,48.13146954
UKR1410160500,Mospyne,Mospynska,Donetska,Donetska,10806,city,38.08068052,47.87794374
UKR1423610100,Novoazovsk,Novoazovska,Novoazovskyi,Donetska,11760,city,38.08558946,47.11595206
UKR1413600000,Novohrodivka,Novohrodivska,Novohrodivska,Donetska,15398,city,37.34099246,48.20032548
UKR1420982001,Volodymyrivka,Volodymyrivska,Bakhmutskyi,Donetska,1121,village,38.20470175,48.66376767
UKR1423056600,Yarova,Lymanska,Lymanskyi,Donetska,2018,urban type village,37.64820237,49.05582645
UKR1413565700,Yasynivka,Yasynivska,Makiivska,Donetska,3679,urban type village,37.94688076,48.13313299
UKR1422081101,Hannivka,Hannivska,Dobropilskyi,Donetska,1095,village,37.10961793,48.48374169
UKR1420980501,Berestove,Berestivska,Bakhmutskyi,Donetska,1269,village,38.2453445,48.75495829
UKR1423984401,Melekine,Melekinska,Manhushskyi,Donetska,1311,village,37.39663315,46.95826917
UKR1424587501,Sontseve,Sontsevska,Starobeshivskyi,Donetska,985,village,38.03086842,47.54045927
UKR1425587601,Spartak,Spartakivska,Yasynuvatskyi,Donetska,1956,village,37.76863027,48.07946692
UKR1423081801,Korovii Yar,Lymanska,Lymanskyi,Donetska,721,village,37.63006204,49.15518552
UKR1411246500,Novhorodske,Novhorodska,Toretska,Donetska,10850,urban type village,37.83092292,48.33151231
UKR1421587901,Stepne,Stepnianska,Volnovaskyi,Donetska,799,village,37.13470732,47.6134393
UKR1425555200,Verkhnotoretske,Verkhnotoretska,Yasynuvatskyi,Donetska,2975,urban type village,37.86852007,48.22338928
UKR1420986201,Novoluhanske,Novoluhanska,Bakhmutskyi,Donetska,3830,village,38.17637626,48.42690553
UKR1422783601,Novooleksandrivka,Novooleksandrivska,Pokrovskyi,Donetska,693,village,37.5521185,48.282186
UKR1421555900,Donske,Donska,Volnovaskyi,Donetska,5051,urban type village,37.53965992,47.51796837
UKR1424280501,Andriivka,Andriivska,Slovianskyi,Donetska,1042,village,37.28325923,48.6176122
UKR1423382501,Yelyzavetivka,Yelyzavetivska,Marinskyi,Donetska,1380,village,37.30014506,47.88662887
UKR1422481501,Bilokuzmynivka,Bilokuzmynivska,Kostiantynivskyi,Donetska,689,village,37.674105,48.65386363
UKR1421581401,Dmytrivka,Dmytrivska,Volnovaskyi,Donetska,1196,village,37.51795747,47.54675889
UKR1423384001,Kostiantynivka,Kostiantynivska,Marinskyi,Donetska,1289,village,37.40739074,47.86645833
UKR1421282701,Kostiantynopil,Kostiantynopilska,Velykonovosilkivskyi,Donetska,1075,village,37.03869438,48.00021018
UKR1422055500,Sviatohorivka,Sviatohorivska,Dobropilskyi,Donetska,1906,urban type village,37.03021101,48.48462903
UKR1425286901,Rozivka,Rozivska,Shakhtarskyi,Donetska,1485,village,38.222346,48.1692656
UKR1425586501,Oleksandropil,Rozivska,Yasynuvatskyi,Donetska,305,village,37.77595225,48.28230779
UKR1425286801,Rozsypne,Rozsypnenska,Shakhtarskyi,Donetska,497,village,38.57536167,48.1490982
UKR1423686801,Sakhanka,Sakhanska,Novoazovskyi,Donetska,1086,village,37.85827371,47.12806464
UKR1422786001,Serhiivka,Serhiivska,Pokrovskyi,Donetska,1895,village,36.93118183,48.31184679
UKR1422484101,Novodmytrivka,Novodmytrivska,Kostiantynivskyi,Donetska,415,village,37.727186,48.54988534
UKR1411600000,Dokuchaievsk,Dokuchaievska,Dokuchaievska,Donetska,23733,city,37.67740108,47.74871832
UKR1420681001,Artemivka,Artemivska,Amvrosiivskyi,Donetska,632,village,38.6382908,47.87228988
UKR1422484401,Sofiivka,Sofiivska,Kostiantynivskyi,Donetska,538,village,37.37662368,48.49171278
UKR1421581201,Valerianivka,Valerianivska,Volnovaskyi,Donetska,1090,village,37.38666675,47.63918953
UKR1420983001,Zaitseve,Zaitsivska,Bakhmutskyi,Donetska,1162,village,38.06788011,48.52563045
UKR1422783801,Novoielyzavetivka,Novoielyzavetivska,Pokrovskyi,Donetska,616,village,37.04380513,48.13684959
UKR1425286701,Petropavlivka,Petropavlivska,Shakhtarskyi,Donetska,952,village,38.53218784,48.13993233
UKR1421583801,Liubivka,Liubivska,Volnovaskyi,Donetska,537,village,37.751117,47.82470428
UKR1424288201,Serhiivka,Serhiivska,Slovianskyi,Donetska,1569,village,37.3756355,48.66786148
UKR1420383801,Krynytsi,Krynychanska,Oleksandrivskyi,Donetska,617,village,37.122917,48.66006522
UKR1421785001,Novokrasnivka,Novokrasnivska,Nikolskyi,Donetska,935,village,37.15610135,47.31525845
UKR1421284401,Piddubne,Piddubnenska,Velykonovosilkivskyi,Donetska,686,village,36.693083,48.00948051
UKR1424255300,Andriivka,Andriivska,Slovianskyi,Donetska,2839,urban type village,37.56611462,48.81803346
UKR1422082201,Dobropillia,Dobropilska,Dobropilskyi,Donetska,1084,village,37.04954345,48.42049936
UKR1421781601,Zoria,Zorianska,Nikolskyi,Donetska,2254,village,37.61017509,47.29536162
UKR1422482301,Zoria,Zorianska,Kostiantynivskyi,Donetska,976,village,37.67061623,48.36763332
UKR1425281201,Hrabove,Hrabivska,Shakhtarskyi,Donetska,1000,village,38.64728659,48.14578684
UKR1422784501,Pishchane,Pishchanska,Pokrovskyi,Donetska,314,village,37.1114177,48.23356648
UKR1421587601,Svobodne,Svobodnenska,Volnovaskyi,Donetska,1790,village,37.56396277,47.53078011
UKR1424886401,Svobodne,Svobodnenska,Boikivskyi,Donetska,778,village,38.0576375,47.36508126
UKR1421284801,Staromaiorske,Staromaiorska,Velykonovosilkivskyi,Donetska,839,village,36.79523938,47.7519049
UKR1420986001,Novohryhorivka,Novohryhorivska,Bakhmutskyi,Donetska,475,village,38.41800728,48.36492815
UKR1424281501,Dolyna,Dolynska,Slovianskyi,Donetska,557,village,37.429607,48.99511432
UKR1420982301,Dronivka,Dronivska,Bakhmutskyi,Donetska,613,village,38.04087945,48.91888687
UKR1421281201,Yevhenivka,Yevhenivska,Velykonovosilkivskyi,Donetska,590,village,37.0842054,47.66965385
UKR1421581601,Yehorivka,Yehorivska,Volnovaskyi,Donetska,960,village,37.2219339,47.70574039
UKR1412947100,Shabelkivka,Shabelkivska,Kramatorska,Donetska,4421,urban type village,37.49398644,48.75224833
UKR1413245400,Shevchenko,Shevchenkivska,Pokrovska,Donetska,1786,urban type village,37.14440763,48.22024591
UKR1415070500,Zuhres,Zuhreska,Khartsyzka,Donetska,18553,city,38.26467206,48.01191558
UKR1422781101,Hryshyne,Hryshynska,Pokrovskyi,Donetska,2259,village,37.07863051,48.32849168
UKR1423383501,Katerynivka,Katerynivska,Marinskyi,Donetska,778,village,37.34500727,47.87487902
UKR1420681501,Biloiarivka,Biloiarivska,Amvrosiivskyi,Donetska,1492,village,38.6018055,47.79501333
UKR1420382201,Vysokopillia,Vysokopilska,Oleksandrivskyi,Donetska,461,village,37.074214,48.76883536
UKR1421283601,Novopetrykivka,Novopetrykivska,Velykonovosilkivskyi,Donetska,2087,village,36.9381375,47.62577547
UKR1421285201,Staromlynivka,Staromlynivska,Velykonovosilkivskyi,Donetska,3373,village,36.82481274,47.69413595
UKR1421786601,Temriuk,Temriutska,Nikolskyi,Donetska,16,village,36.9879245,47.27103631
UKR1425280501,Velyka Shyshivka,Velykoshyshivska,Shakhtarskyi,Donetska,714,village,38.5142444,47.97475768
UKR1421557100,Olenivka,Olenivska,Volnovaskyi,Donetska,4651,urban type village,37.6596695,47.82670436
UKR1420383301,Iverske,Iverska,Oleksandrivskyi,Donetska,1409,village,36.95727625,48.63692309
UKR1420655300,Kopani,Voikovska,Amvrosiivskyi,Donetska,1152,urban type village,38.34415724,47.75617529
UKR1420685001,Lysyche,Lysychenska,Amvrosiivskyi,Donetska,1303,village,38.58630075,47.7294481
UKR1421510100,Volnovakha,Volnovaska,Volnovaskyi,Donetska,23305,city,37.50242718,47.60025588
UKR1420984501,Klynove,Klynivska,Bakhmutskyi,Donetska,826,village,38.1569405,48.55757078
UKR1421557200,Olhynka,Olhynska,Volnovaskyi,Donetska,3230,urban type village,37.51800232,47.69517557
UKR1420387003,Vesela Hora,Veselohirska,Oleksandrivskyi,Donetska,652,village,37.1225415,48.61848412
UKR1423086501,Shandryholove,Lymanska,Lymanskyi,Donetska,1034,village,37.72568625,49.09486808
UKR1421286401,Shakhtarske,Shakhtarska,Velykonovosilkivskyi,Donetska,1151,village,37.00432314,47.86231808
UKR1413567800,Krynychna,Krynychanska,Makiivska,Donetska,4503,urban type village,38.02813021,48.12576953
UKR1422482701,Illinivka,Illichivska,Kostiantynivskyi,Donetska,1107,village,37.6680145,48.49314164
UKR1423310400,Krasnohorivka,Krasnohorivska,Marinskyi,Donetska,15937,city,37.50105079,48.00922549
UKR1423310600,Kurakhove,Kurakhivska,Marinskyi,Donetska,20098,city,37.28511979,47.98584826
UKR1421755100,Nikolske,Nikolska,Nikolskyi,Donetska,8453,urban type village,37.32047223,47.20115806
UKR1424281001,Dmytrivka,Dmytrivska,Slovianskyi,Donetska,962,village,37.3859325,48.75441569
UKR1420682001,Blahodatne,Blahodatnivska,Amvrosiivskyi,Donetska,3649,village,38.48433298,47.8768083
UKR1410300000,Bakhmut,Bakhmutska,Bakhmutska,Donetska,77620,city,38.00196658,48.59522323
UKR1421584401,Mykilske,Mykilska,Volnovaskyi,Donetska,1922,village,37.305593,47.75060934
UKR1420989901,Yakovlivka,Yakovlivska,Bakhmutskyi,Donetska,1326,village,38.14904733,48.7071219
UKR1424587901,Styla,Stylska,Starobeshivskyi,Donetska,2199,village,37.84155976,47.69352155
